x,$y=1$,$y=0$
0.0,1.0,0.0
1.2012012012012012,1.0,0.0
2.4024024024024024,1.0,0.0
3.6036036036036037,1.0,0.0
4.804804804804805,1.0,0.0
6.006006006006006,1.0,0.0
7.207207207207207,1.0,0.0
8.408408408408409,1.0,0.0
9.60960960960961,1.0,0.0
10.81081081081081,1.0,0.0
12.012012012012011,1.0,0.0
13.213213213213214,1.0,0.0
14.414414414414415,1.0,0.0
15.615615615615615,1.0,0.0
16.816816816816818,1.0,0.0
18.01801801801802,1.0,0.0
19.21921921921922,1.0,0.0
20.42042042042042,1.0,0.0
21.62162162162162,1.0,0.0
22.822822822822822,1.0,0.0
24.024024024024023,1.0,0.0
25.225225225225227,1.0,0.0
26.426426426426428,1.0,0.0
27.62762762762763,1.0,0.0
28.82882882882883,1.0,0.0
30.03003003003003,1.0,0.0
31.23123123123123,1.0,0.0
32.432432432432435,1.0,0.0
33.633633633633636,1.0,0.0
34.83483483483484,1.0,0.0
36.03603603603604,1.0,0.0
37.23723723723724,1.0,0.0
38.43843843843844,1.0,0.0
39.63963963963964,1.0,0.0
40.84084084084084,1.0,0.0
42.04204204204204,1.0,0.0
43.24324324324324,1.0,0.0
44.44444444444444,1.0,0.0
45.645645645645644,1.0,0.0
46.846846846846844,1.0,0.0
48.048048048048045,1.0,0.0
49.24924924924925,1.0,0.0
50.450450450450454,1.0,0.0
51.651651651651655,1.0,0.0
52.852852852852855,1.0,0.0
54.054054054054056,1.0,0.0
55.25525525525526,1.0,0.0
56.45645645645646,1.0,0.0
57.65765765765766,1.0,0.0
58.85885885885886,1.0,0.0
60.06006006006006,1.0,0.0
61.26126126126126,1.0,0.0
62.46246246246246,1.0,0.0
63.66366366366366,1.0,0.0
64.86486486486487,1.0,0.0
66.06606606606607,1.0,0.0
67.26726726726727,1.0,0.0
68.46846846846847,1.0,0.0
69.66966966966967,1.0,0.0
70.87087087087087,1.0,0.0
72.07207207207207,1.0,0.0
73.27327327327328,1.0,0.0
74.47447447447448,1.0,0.0
75.67567567567568,1.0,0.0
76.87687687687688,1.0,0.0
78.07807807807808,1.0,0.0
79.27927927927928,1.0,0.0
80.48048048048048,1.0,0.0
81.68168168168168,1.0,0.0
82.88288288288288,1.0,0.0
84.08408408408408,1.0,0.0
85.28528528528528,1.0,0.0
86.48648648648648,1.0,0.0
87.68768768768768,1.0,0.0
88.88888888888889,1.0,0.0
90.09009009009009,1.0,0.0
91.29129129129129,1.0,0.0
92.49249249249249,1.0,0.0
93.69369369369369,1.0,0.0
94.89489489489489,1.0,0.0
96.09609609609609,1.0,0.0
97.2972972972973,1.0,0.0
98.4984984984985,1.0,0.0
99.6996996996997,1.0,0.0
100.90090090090091,1.0,0.0
102.10210210210211,1.0,0.0
103.30330330330331,1.0,0.0
104.50450450450451,1.0,0.0
105.70570570570571,1.0,0.0
106.90690690690691,1.0,0.0
108.10810810810811,1.0,0.0
109.30930930930931,1.0,0.0
110.51051051051051,1.0,0.0
111.71171171171171,1.0,0.0
112.91291291291292,1.0,0.0
114.11411411411412,1.0,0.0
115.31531531531532,1.0,0.0
116.51651651651652,1.0,0.0
117.71771771771772,1.0,0.0
118.91891891891892,1.0,0.0
120.12012012012012,1.0,0.0
121.32132132132132,1.0,0.0
122.52252252252252,1.0,0.0
123.72372372372372,1.0,0.0
124.92492492492492,1.0,0.0
126.12612612612612,1.0,0.0
127.32732732732732,1.0,0.0
128.52852852852854,1.0,0.0
129.72972972972974,1.0,0.0
130.93093093093094,1.0,0.0
132.13213213213214,1.0,0.0
133.33333333333334,1.0,0.0
134.53453453453454,1.0,0.0
135.73573573573574,1.0,0.0
136.93693693693695,1.0,0.0
138.13813813813815,1.0,0.0
139.33933933933935,1.0,0.0
140.54054054054055,1.0,0.0
141.74174174174175,1.0,0.0
142.94294294294295,1.0,0.0
144.14414414414415,1.0,0.0
145.34534534534535,1.0,0.0
146.54654654654655,1.0,0.0
147.74774774774775,1.0,0.0
148.94894894894895,1.0,0.0
150.15015015015015,1.0,0.0
151.35135135135135,1.0,0.0
152.55255255255256,1.0,0.0
153.75375375375376,1.0,0.0
154.95495495495496,1.0,0.0
156.15615615615616,1.0,0.0
157.35735735735736,1.0,0.0
158.55855855855856,1.0,0.0
159.75975975975976,1.0,0.0
160.96096096096096,1.0,0.0
162.16216216216216,1.0,0.0
163.36336336336336,1.0,0.0
164.56456456456456,1.0,0.0
165.76576576576576,1.0,0.0
166.96696696696696,1.0,0.0
168.16816816816817,1.0,0.0
169.36936936936937,1.0,0.0
170.57057057057057,1.0,0.0
171.77177177177177,1.0,0.0
172.97297297297297,1.0,0.0
174.17417417417417,1.0,0.0
175.37537537537537,1.0,0.0
176.57657657657657,1.0,0.0
177.77777777777777,1.0,0.0
178.97897897897897,1.0,0.0
180.18018018018017,1.0,0.0
181.38138138138137,1.0,0.0
182.58258258258257,1.0,0.0
183.78378378378378,1.0,0.0
184.98498498498498,1.0,0.0
186.18618618618618,1.0,0.0
187.38738738738738,1.0,0.0
188.58858858858858,1.0,0.0
189.78978978978978,1.0,0.0
190.99099099099098,1.0,0.0
192.19219219219218,1.0,0.0
193.3933933933934,1.0,0.0
194.5945945945946,1.0,0.0
195.7957957957958,1.0,0.0
196.996996996997,1.0,0.0
198.1981981981982,1.0,0.0
199.3993993993994,1.0,0.0
200.60060060060061,1.0,0.0
201.80180180180182,1.0,0.0
203.00300300300302,1.0,0.0
204.20420420420422,1.0,0.0
205.40540540540542,1.0,0.0
206.60660660660662,1.0,0.0
207.80780780780782,1.0,0.0
209.00900900900902,1.0,0.0
210.21021021021022,1.0,0.0
211.41141141141142,1.0,0.0
212.61261261261262,1.0,0.0
213.81381381381382,1.0,0.0
215.01501501501502,1.0,0.0
216.21621621621622,1.0,0.0
217.41741741741743,1.0,0.0
218.61861861861863,1.0,0.0
219.81981981981983,1.0,0.0
221.02102102102103,1.0,0.0
222.22222222222223,1.0,0.0
223.42342342342343,1.0,0.0
224.62462462462463,1.0,0.0
225.82582582582583,1.0,0.0
227.02702702702703,1.0,0.0
228.22822822822823,1.0,0.0
229.42942942942943,1.0,0.0
230.63063063063063,1.0,0.0
231.83183183183183,1.0,0.0
233.03303303303304,1.0,0.0
234.23423423423424,1.0,0.0
235.43543543543544,1.0,0.0
236.63663663663664,1.0,0.0
237.83783783783784,1.0,0.0
239.03903903903904,1.0,0.0
240.24024024024024,1.0,0.0
241.44144144144144,1.0,0.0
242.64264264264264,1.0,0.0
243.84384384384384,1.0,0.0
245.04504504504504,1.0,0.0
246.24624624624624,1.0,0.0
247.44744744744744,1.0,0.0
248.64864864864865,1.0,0.0
249.84984984984985,1.0,0.0
251.05105105105105,1.0,0.0
252.25225225225225,1.0,0.0
253.45345345345345,1.0,0.0
254.65465465465465,1.0,0.0
255.85585585585585,1.0,0.0
257.0570570570571,1.0,0.0
258.25825825825825,1.0,0.0
259.4594594594595,1.0,0.0
260.66066066066065,1.0,0.0
261.8618618618619,1.0,0.0
263.06306306306305,1.0,0.0
264.2642642642643,1.0,0.0
265.46546546546546,1.0,0.0
266.6666666666667,1.0,0.0
267.86786786786786,1.0,0.0
269.0690690690691,1.0,0.0
270.27027027027026,1.0,0.0
271.4714714714715,1.0,0.0
272.67267267267266,1.0,0.0
273.8738738738739,1.0,0.0
275.07507507507506,1.0,0.0
276.2762762762763,1.0,0.0
277.47747747747746,1.0,0.0
278.6786786786787,1.0,0.0
279.87987987987987,1.0,0.0
281.0810810810811,1.0,0.0
282.28228228228227,1.0,0.0
283.4834834834835,1.0,0.0
284.68468468468467,1.0,0.0
285.8858858858859,1.0,0.0
287.08708708708707,1.0,0.0
288.2882882882883,1.0,0.0
289.4894894894895,1.0,0.0
290.6906906906907,1.0,0.0
291.8918918918919,1.0,0.0
293.0930930930931,1.0,0.0
294.2942942942943,1.0,0.0
295.4954954954955,1.0,0.0
296.6966966966967,1.0,0.0
297.8978978978979,1.0,0.0
299.0990990990991,1.0,0.0
300.3003003003003,1.0,0.0
301.5015015015015,1.0,0.0
302.7027027027027,1.0,0.0
303.9039039039039,1.0,0.0
305.1051051051051,1.0,0.0
306.3063063063063,1.0,0.0
307.5075075075075,1.0,0.0
308.70870870870874,1.0,0.0
309.9099099099099,1.0,0.0
311.11111111111114,1.0,0.0
312.3123123123123,1.0,0.0
313.51351351351354,1.0,0.0
314.7147147147147,1.0,0.0
315.91591591591595,1.0,0.0
317.1171171171171,1.0,0.0
318.31831831831835,1.0,0.0
319.5195195195195,1.0,0.0
320.72072072072075,1.0,0.0
321.9219219219219,1.0,0.0
323.12312312312315,1.0,0.0
324.3243243243243,1.0,0.0
325.52552552552555,1.0,0.0
326.7267267267267,1.0,0.0
327.92792792792795,1.0,0.0
329.1291291291291,1.0,0.0
330.33033033033036,1.0,0.0
331.5315315315315,1.0,0.0
332.73273273273276,1.0,0.0
333.93393393393393,1.0,0.0
335.13513513513516,1.0,0.0
336.33633633633633,1.0,0.0
337.53753753753756,1.0,0.0
338.73873873873873,1.0,0.0
339.93993993993996,1.0,0.0
341.14114114114113,1.0,0.0
342.34234234234236,1.0,0.0
343.54354354354354,1.0,0.0
344.74474474474476,1.0,0.0
345.94594594594594,1.0,0.0
347.14714714714717,1.0,0.0
348.34834834834834,1.0,0.0
349.54954954954957,1.0,0.0
350.75075075075074,1.0,0.0
351.95195195195197,1.0,0.0
353.15315315315314,1.0,0.0
354.35435435435437,1.0,0.0
355.55555555555554,1.0,0.0
356.7567567567568,1.0,0.0
357.95795795795794,1.0,0.0
359.1591591591592,1.0,0.0
360.36036036036035,1.0,0.0
361.5615615615616,1.0,0.0
362.76276276276275,1.0,0.0
363.963963963964,1.0,0.0
365.16516516516515,1.0,0.0
366.3663663663664,1.0,0.0
367.56756756756755,1.0,0.0
368.7687687687688,1.0,0.0
369.96996996996995,1.0,0.0
371.1711711711712,1.0,0.0
372.37237237237235,1.0,0.0
373.5735735735736,1.0,0.0
374.77477477477476,1.0,0.0
375.975975975976,1.0,0.0
377.17717717717716,1.0,0.0
378.3783783783784,1.0,0.0
379.57957957957956,1.0,0.0
380.7807807807808,1.0,0.0
381.98198198198196,1.0,0.0
383.1831831831832,1.0,0.0
384.38438438438436,1.0,0.0
385.5855855855856,1.0,0.0
386.7867867867868,1.0,0.0
387.987987987988,1.0,0.0
389.1891891891892,1.0,0.0
390.3903903903904,1.0,0.0
391.5915915915916,1.0,0.0
392.7927927927928,1.0,0.0
393.993993993994,1.0,0.0
395.1951951951952,1.0,0.0
396.3963963963964,1.0,0.0
397.5975975975976,1.0,0.0
398.7987987987988,1.0,0.0
400.0,1.0,0.0
401.20120120120123,1.0,0.0
402.4024024024024,1.0,0.0
403.60360360360363,1.0,0.0
404.8048048048048,1.0,0.0
406.00600600600603,1.0,0.0
407.2072072072072,1.0,0.0
408.40840840840843,1.0,0.0
409.6096096096096,1.0,0.0
410.81081081081084,1.0,0.0
412.012012012012,1.0,0.0
413.21321321321324,1.0,0.0
414.4144144144144,1.0,0.0
415.61561561561564,1.0,0.0
416.8168168168168,1.0,0.0
418.01801801801804,1.0,0.0
419.2192192192192,1.0,0.0
420.42042042042044,1.0,0.0
421.6216216216216,1.0,0.0
422.82282282282284,1.0,0.0
424.024024024024,1.0,0.0
425.22522522522524,1.0,0.0
426.4264264264264,1.0,0.0
427.62762762762765,1.0,0.0
428.8288288288288,1.0,0.0
430.03003003003005,1.0,0.0
431.2312312312312,1.0,0.0
432.43243243243245,1.0,0.0
433.6336336336336,1.0,0.0
434.83483483483485,1.0,0.0
436.036036036036,1.0,0.0
437.23723723723725,1.0,0.0
438.4384384384384,1.0,0.0
439.63963963963965,1.0,0.0
440.8408408408408,1.0,0.0
442.04204204204206,1.0,0.0
443.2432432432432,1.0,0.0
444.44444444444446,1.0,0.0
445.64564564564563,1.0,0.0
446.84684684684686,1.0,0.0
448.04804804804803,1.0,0.0
449.24924924924926,1.0,0.0
450.45045045045043,1.0,0.0
451.65165165165166,1.0,0.0
452.85285285285283,1.0,0.0
454.05405405405406,1.0,0.0
455.25525525525524,1.0,0.0
456.45645645645646,1.0,0.0
457.65765765765764,1.0,0.0
458.85885885885887,1.0,0.0
460.06006006006004,1.0,0.0
461.26126126126127,1.0,0.0
462.4624624624625,1.0,0.0
463.66366366366367,1.0,0.0
464.8648648648649,1.0,0.0
466.06606606606607,1.0,0.0
467.2672672672673,1.0,0.0
468.4684684684685,1.0,0.0
469.6696696696697,1.0,0.0
470.8708708708709,1.0,0.0
472.0720720720721,1.0,0.0
473.2732732732733,1.0,0.0
474.4744744744745,1.0,0.0
475.6756756756757,1.0,0.0
476.8768768768769,1.0,0.0
478.0780780780781,1.0,0.0
479.2792792792793,1.0,0.0
480.4804804804805,1.0,0.0
481.6816816816817,1.0,0.0
482.8828828828829,1.0,0.0
484.0840840840841,1.0,0.0
485.2852852852853,1.0,0.0
486.4864864864865,1.0,0.0
487.6876876876877,1.0,0.0
488.8888888888889,1.0,0.0
490.0900900900901,1.0,0.0
491.2912912912913,1.0,0.0
492.4924924924925,1.0,0.0
493.6936936936937,1.0,0.0
494.8948948948949,1.0,0.0
496.0960960960961,1.0,0.0
497.2972972972973,1.0,0.0
498.4984984984985,1.0,0.0
499.6996996996997,1.0,0.0
500.9009009009009,1.0,0.0
502.1021021021021,1.0,0.0
503.3033033033033,1.0,0.0
504.5045045045045,1.0,0.0
505.7057057057057,1.0,0.0
506.9069069069069,1.0,0.0
508.1081081081081,1.0,0.0
509.3093093093093,1.0,0.0
510.5105105105105,1.0,0.0
511.7117117117117,1.0,0.0
512.9129129129129,1.0,0.0
514.1141141141142,1.0,0.0
515.3153153153153,1.0,0.0
516.5165165165165,1.0,0.0
517.7177177177177,1.0,0.0
518.918918918919,1.0,0.0
520.1201201201201,1.0,0.0
521.3213213213213,1.0,0.0
522.5225225225225,1.0,0.0
523.7237237237238,1.0,0.0
524.9249249249249,1.0,0.0
526.1261261261261,1.0,0.0
527.3273273273273,1.0,0.0
528.5285285285286,1.0,0.0
529.7297297297297,1.0,0.0
530.9309309309309,1.0,0.0
532.1321321321321,1.0,0.0
533.3333333333334,1.0,0.0
534.5345345345345,1.0,0.0
535.7357357357357,1.0,0.0
536.936936936937,1.0,0.0
538.1381381381382,1.0,0.0
539.3393393393394,1.0,0.0
540.5405405405405,1.0,0.0
541.7417417417417,1.0,0.0
542.942942942943,1.0,0.0
544.1441441441442,1.0,0.0
545.3453453453453,1.0,0.0
546.5465465465466,1.0,0.0
547.7477477477478,1.0,0.0
548.948948948949,1.0,0.0
550.1501501501501,1.0,0.0
551.3513513513514,1.0,0.0
552.5525525525526,1.0,0.0
553.7537537537538,1.0,0.0
554.9549549549549,1.0,0.0
556.1561561561562,1.0,0.0
557.3573573573574,1.0,0.0
558.5585585585586,1.0,0.0
559.7597597597597,1.0,0.0
560.960960960961,1.0,0.0
562.1621621621622,1.0,0.0
563.3633633633634,1.0,0.0
564.5645645645645,1.0,0.0
565.7657657657658,1.0,0.0
566.966966966967,1.0,0.0
568.1681681681682,1.0,0.0
569.3693693693693,1.0,0.0
570.5705705705706,1.0,0.0
571.7717717717718,1.0,0.0
572.972972972973,1.0,0.0
574.1741741741741,1.0,0.0
575.3753753753754,1.0,0.0
576.5765765765766,1.0,0.0
577.7777777777778,1.0,0.0
578.978978978979,1.0,0.0
580.1801801801802,1.0,0.0
581.3813813813814,1.0,0.0
582.5825825825826,1.0,0.0
583.7837837837837,1.0,0.0
584.984984984985,1.0,0.0
586.1861861861862,1.0,0.0
587.3873873873874,1.0,0.0
588.5885885885886,1.0,0.0
589.7897897897898,1.0,0.0
590.990990990991,1.0,0.0
592.1921921921922,1.0,0.0
593.3933933933934,1.0,0.0
594.5945945945946,1.0,0.0
595.7957957957958,1.0,0.0
